Predicted Value,True Value,Timestamp,Stake
False,False,1697069100,0.05260882670805984
False,True,1697069400,0.05484481673330503
False,False,1697069700,0.05407629728785381
False,False,1697070000,0.05125229057285548
True,False,1697070300,0.05318546398849883
True,True,1697070900,0.052983751949918625
True,False,1697071200,0.05299833596085156
True,False,1697071500,0.05212623764819829
True,True,1697071800,0.0546812011300169
True,True,1697072100,0.052653841568003755
True,False,1697072400,0.052700410932780495
True,False,1697072700,0.0508255346088005
False,True,1697073000,0.050841430937554825
True,False,1697073300,0.051848121223500646
True,False,1697073600,0.050945205348472904
False,False,1697073900,0.056027567039255925
True,True,1697074200,0.05567587738635906
True,False,1697074500,0.05132855342257772
True,False,1697074800,0.05232072311529906
True,True,1697075100,0.05716012677057493
False,False,1697075400,0.05540436327178886
False,True,1697075700,0.05234663517221927
False,True,1697076000,0.05142807227274602
False,True,1697076300,0.050631925150821724
False,False,1697076600,0.050631925150821724
False,True,1697076900,0.05657423513554855
False,True,1697077200,0.051791241953228886
False,True,1697077500,0.05363752358711062
False,False,1697077800,0.05022688820083761
True,True,1697078100,0.05541927915337266
False,True,1697078400,0.05420535470765633
False,False,1697078700,0.058319688298203616
False,True,1697079000,0.058319688298203616
True,True,1697079300,0.05517215110930583
True,False,1697079600,0.053584791256697975
True,False,1697079900,0.052452359858898304
False,False,1697080200,0.05358357295917538
False,False,1697080500,0.05205426327194642
False,False,1697080800,0.05091202447944363
True,True,1697081100,0.05494241176075728
True,False,1697081400,0.05405481949518864
False,True,1697081700,0.05143548762882215
False,False,1697082000,0.05194060434593828
True,True,1697082300,0.05203000207615721
True,False,1697082600,0.05221938664099888
True,True,1697082900,0.05143403601324944
True,True,1697083200,0.05183147304719899
False,False,1697083500,0.054567604560644176
True,True,1697084100,0.056359726179630296
True,False,1697084400,0.05185216986805805
False,True,1697084700,0.050965399771616585
False,False,1697085000,0.05038438531112997
True,False,1697085600,0.051545630973901344
True,True,1697085900,0.05088302309182644
True,True,1697086200,0.0514307487917727
True,False,1697086500,0.0514307487917727
True,False,1697086800,0.0514307487917727
True,False,1697087100,0.052087996231966915
True,False,1697087400,0.05165649741878985
True,False,1697087700,0.05221750043291923
False,True,1697088000,0.050113818882485395
False,True,1697088300,0.05142807227274602
False,True,1697088600,0.051718340709184976
False,False,1697088900,0.050679661814732845
False,True,1697089200,0.05161052340622884
True,True,1697089500,0.050972356111145485
False,True,1697089800,0.05054566725705335
False,True,1697090100,0.05025037603178594
False,True,1697090400,0.05025037603178594
False,False,1697090700,0.050556220092897376
False,True,1697091000,0.050265012030804884
True,False,1697091300,0.05115611334581832
True,True,1697091600,0.053462922150490096
False,True,1697091900,0.052793172069079256
False,True,1697092200,0.05282012123137715
True,True,1697092500,0.05055733970150927
True,True,1697092800,0.052594150151137324
True,True,1697093100,0.05055733970150927
True,False,1697093400,0.05310814205311594
False,False,1697093700,0.052409944527872954
True,False,1697094000,0.05187257034198004
False,False,1697094300,0.05351677786616595
False,True,1697094600,0.050075406348930734
True,True,1697094900,0.05113484223475986
False,False,1697095200,0.050147184386274385
False,False,1697095500,0.05170277721746035
True,True,1697095800,0.05136942715510171
False,False,1697096100,0.05404794048980235
False,True,1697096400,0.055146483612781294
True,True,1697096700,0.05356661084467227
False,False,1697097000,0.052222770184342494
False,False,1697097300,0.052222770184342494
False,True,1697097600,0.050220712973774485
False,False,1697097900,0.05025867218371175
False,False,1697098200,0.05262563632465955
False,False,1697098500,0.05222094845138052
False,True,1697098800,0.05222094845138052
True,False,1697099100,0.052035534737980255
False,True,1697099400,0.05418827213157755
False,True,1697099700,0.05266757602605141
False,True,1697100000,0.055176598404662026
False,False,1697100300,0.05249324183456089
False,False,1697100600,0.05249324183456089
True,True,1697100900,0.0504527151566994
True,False,1697101200,0.05036574115565332
True,True,1697101500,0.05036574115565332
False,True,1697101800,0.05506494250516757
True,False,1697102100,0.05189896285082311
False,True,1697102400,0.052722717623766305
False,False,1697102700,0.050654034101158166
True,False,1697103000,0.0513738790772859
False,True,1697103300,0.05163880181702897
False,False,1697103600,0.05448312202623558
False,True,1697103900,0.05454084908084661
False,False,1697104200,0.054293846021988904
False,True,1697104500,0.055590570945602005
False,True,1697104800,0.0553287060000295
False,True,1697105100,0.05484844707629462
False,True,1697105400,0.05356295251657048
False,False,1697105700,0.05080703743752477
False,False,1697106000,0.055824967410700095
True,True,1697106300,0.05122235992562281
False,False,1697106600,0.05169124476259903
False,True,1697106900,0.055096266386870686
False,True,1697107200,0.053963725426908485
True,True,1697107500,0.05170173671623854
True,False,1697107800,0.05345704342615533
True,True,1697108100,0.05268680688861757
True,False,1697108400,0.053102852396923764
True,True,1697108700,0.05252264821638098
True,False,1697109000,0.05200717992465166
False,False,1697109300,0.05008317802193685
False,False,1697109600,0.05045755629296185
False,False,1697109900,0.05096410868364289
True,True,1697110200,0.05086851127612577
False,True,1697110500,0.05259707080290219
False,True,1697110800,0.05354549596396804
False,True,1697111400,0.050210870099132485
True,True,1697111700,0.05005327356802132
True,False,1697112000,0.05119253608147671
True,False,1697112300,0.05294954539827583
True,False,1697112600,0.05144280305072829
True,True,1697112900,0.0514657357088546
False,True,1697113200,0.05324104073646452
False,False,1697113500,0.05325155036419155
False,True,1697113800,0.05114451542458747
True,False,1697114100,0.053172976883751506
True,True,1697114700,0.05024721510916361
False,False,1697115000,0.05056551027176641
False,True,1697115600,0.05325561534913186
False,True,1697115900,0.0519530282916117
False,True,1697116200,0.054300332656383274
False,False,1697116500,0.05324104073646452
False,True,1697116800,0.05163517626684909
True,False,1697117100,0.051798061675608104
True,False,1697117400,0.05446016004557616
True,False,1697118000,0.05005865114639994
True,False,1697118300,0.0523031047639087
False,True,1697118600,0.05196307930114718
False,True,1697118900,0.05409393506904008
False,True,1697119200,0.05622109500669465
False,False,1697119500,0.05393142217512772
False,False,1697119800,0.05295246730605471
False,False,1697120100,0.05357706190953825
False,False,1697121000,0.05077067697925502
False,False,1697121600,0.05082093901722867
False,True,1697121900,0.0535448726343064
False,True,1697122200,0.05333370572232674
False,False,1697122500,0.053723445120735146
False,True,1697122800,0.05340443577167134
True,False,1697123100,0.050942755607281905
False,True,1697123400,0.05468606706380217
False,True,1697123700,0.05546856187897095
False,True,1697124000,0.0504460840776812
False,False,1697124300,0.0504460840776812
True,True,1697124900,0.05107220436957661
False,True,1697125200,0.05227969065116584
True,False,1697125500,0.05175399093023399
True,False,1697125800,0.053760547614259614
True,True,1697126100,0.05416057945888509
False,False,1697126400,0.05516064174265978
True,False,1697126700,0.05112508463195678
True,True,1697127000,0.05339691472977344
False,False,1697127300,0.05442408717756352
False,True,1697127600,0.0541204563266107
True,False,1697127900,0.05314605048719948
False,True,1697128200,0.05196876121890771
True,True,1697128500,0.051252761564810664
False,True,1697128800,0.052538776826247705
False,False,1697129100,0.051727522590068666
False,False,1697129400,0.050280315991445175
True,False,1697129700,0.05237386655999462
False,False,1697130000,0.051451552944608174
False,False,1697130300,0.051789650404779605
True,False,1697130600,0.053149528935867635
False,True,1697130900,0.05476147327522832
False,True,1697131200,0.052035621995349036
False,False,1697131500,0.05037903198762345
False,False,1697131800,0.055019714227156416
True,False,1697132100,0.053290672425192635
True,True,1697132400,0.05722638097532615
False,True,1697132700,0.05464875373510836
False,True,1697133000,0.05582889279224608
True,True,1697133300,0.05057785057766846
False,True,1697133600,0.05582889279224608
False,False,1697133900,0.054300332656383274
True,False,1697134200,0.05041087903182337
True,True,1697134500,0.05415867210719116
True,False,1697134800,0.05271213891925774
False,True,1697135700,0.05363752358711062
False,False,1697137200,0.05205426327194642
True,True,1697138100,0.05247608635775251
True,True,1697138400,0.050881424616006
False,False,1697138700,0.05325155036419155
True,True,1697139000,0.05177824159278641
True,True,1697139600,0.053172976883751506
True,True,1697140200,0.05200602774614483
True,True,1697141100,0.051300307864948
True,True,1697141400,0.05078486337871379
True,True,1697141700,0.05100923550354521
False,False,1697142000,0.05120062229037843
True,True,1697142600,0.05169922526188061
True,True,1697142900,0.050837978103025316
True,False,1697143500,0.051252300768073245
False,True,1697143800,0.05191533850094789
False,True,1697144100,0.054465070978361896
False,True,1697144400,0.05069692165621174
False,False,1697144700,0.05154218361427219
False,False,1697145000,0.05250891953339599
True,False,1697145300,0.05364940834558579
False,True,1697145600,0.050803209031440845
False,True,1697146200,0.05195559198808723
True,True,1697146500,0.052689253807379474
True,False,1697146800,0.050375126974679135
True,True,1697147100,0.05143403601324944
False,False,1697147400,0.050910426576998624
False,True,1697147700,0.051109908704424625
False,True,1697148000,0.05025037603178594
True,False,1697148300,0.05160694050009743
True,True,1697148600,0.052092924517930725
True,False,1697148900,0.05168981108235614
False,False,1697149200,0.0537101973211834
False,True,1697149500,0.050265012030804884
False,True,1697149800,0.05066866792826033
False,False,1697150100,0.05095981839826069
True,True,1697150400,0.052078313596317455
True,False,1697150700,0.050666323090625305
False,True,1697151000,0.050099071238208136
False,True,1697151300,0.05195559198808723
False,True,1697151600,0.05025037603178594
True,False,1697151900,0.052315395118122276
False,False,1697152200,0.050583250927761905
True,False,1697152500,0.05011167371494855
True,False,1697152800,0.050503035386816546
False,True,1697153100,0.051034501822447974
False,True,1697153400,0.05123939771154586
False,True,1697153700,0.05161052340622884
True,False,1697154000,0.05178752112712961
True,False,1697154300,0.052092924517930725
False,True,1697154600,0.050265012030804884
False,False,1697154900,0.050265012030804884
False,True,1697155200,0.052979971877525414
False,False,1697155500,0.0517350875349403
True,True,1697155800,0.050914504699026475
True,True,1697156100,0.05085786052275536
False,True,1697156400,0.05280400934373853
True,True,1697156700,0.050193010685211675
False,True,1697157000,0.0521983124129278
True,True,1697157300,0.0508485098457027
True,False,1697157600,0.052175390626462405
False,True,1697157900,0.0533755768137141
True,False,1697158200,0.050474283532625154
False,False,1697158500,0.050259667138056935
True,True,1697158800,0.05186497015703004
False,True,1697159100,0.05340485196452896
False,False,1697159400,0.052793172069079256
False,True,1697159700,0.05221656929690397
True,False,1697160000,0.05091276374794477
True,False,1697160300,0.054226432457179355
True,True,1697160600,0.054226432457179355
True,True,1697160900,0.05156626793594224
False,False,1697161200,0.05131546629677168
True,False,1697161500,0.05183147304719899
True,False,1697161800,0.05011654911939427
True,True,1697162100,0.0501004923464608
False,False,1697162400,0.05102506938094436
True,False,1697162700,0.05143403601324944
False,True,1697163000,0.05082537126276046
True,True,1697163600,0.05318866041933261
False,True,1697163900,0.05261073647864485
False,False,1697164200,0.05076202103595442
False,False,1697164500,0.051692809859754385
False,True,1697164800,0.051352675546513085
False,True,1697165100,0.05265683142235662
False,False,1697165400,0.051055852025284926
False,True,1697165700,0.051711515401881056
False,True,1697166000,0.05227252264937245
False,True,1697166300,0.05278772818678856
False,True,1697166600,0.052230340944629854
False,False,1697167200,0.05286559885913204
False,False,1697167500,0.052979971877525414
False,False,1697167800,0.052474597753883925
False,False,1697168100,0.050273471784334466
False,False,1697168400,0.0504782046054677
True,True,1697168700,0.05208399984137247
True,False,1697169000,0.05071355821343903
False,False,1697169300,0.05574601910703045
False,True,1697169600,0.05117018584396387
False,False,1697169900,0.05209103408477299
True,True,1697170200,0.05027217956771114
False,True,1697170500,0.05123939771154586
False,True,1697170800,0.05123939771154586
False,False,1697171100,0.05123939771154586
False,False,1697171400,0.050965399771616585
True,True,1697171700,0.052491771994491926
False,False,1697172000,0.05054566725705335
True,True,1697172300,0.05003636384586509
False,False,1697172600,0.050560301854575454
True,True,1697172900,0.051465518217239575
False,True,1697173200,0.051724546049953274
False,True,1697173500,0.05142952989382412
True,False,1697173800,0.05017297161381945
True,True,1697174100,0.05070997847888165
False,True,1697174400,0.051839304458904764
False,False,1697174700,0.05197351909285775
False,True,1697175000,0.05007757989110444
True,False,1697175300,0.05005278885082411
True,False,1697175600,0.05005278885082411
False,True,1697175900,0.05350587857802301
False,True,1697176200,0.05037169473854385
False,True,1697176500,0.05106429028650702
True,False,1697176800,0.050256506221389274
False,False,1697177100,0.05025037603178594
False,False,1697177400,0.050265012030804884
False,True,1697177700,0.050746132804343064
False,True,1697178000,0.05195559198808723
False,False,1697178300,0.05131546629677168
False,False,1697178600,0.05195559198808723
False,True,1697178900,0.05105753715847544
False,True,1697179200,0.051375610536691416
False,True,1697179500,0.05025037603178594
False,False,1697179800,0.055521277635861746
False,False,1697180100,0.052668053033137506
True,True,1697180400,0.054226432457179355
True,True,1697180700,0.05404027902054955
True,True,1697181000,0.050680956821679855
True,True,1697181300,0.051390979580391204
False,True,1697181600,0.05371375882693068
True,False,1697181900,0.053283709552010006
False,True,1697182200,0.05371375882693068
True,True,1697182500,0.05629856876333944
True,False,1697182800,0.059076102605730665
True,False,1697183100,0.057224022890210335
False,False,1697183400,0.05173773180704137
False,True,1697183700,0.05173773180704137
False,True,1697184000,0.05189151285691995
False,True,1697184300,0.05380076665450782
True,False,1697184600,0.05216812822954471
True,False,1697184900,0.05216812822954471
False,False,1697185200,0.05173773180704137
True,True,1697185500,0.050667691835752905
False,False,1697185800,0.05284629471394129
False,False,1697186100,0.050637633896982226
False,False,1697186400,0.05017613400056524
False,False,1697186700,0.05270358025897082
False,False,1697187000,0.054414357325913425
False,False,1697187300,0.054098401901373994
False,False,1697187600,0.05302079914936389
False,True,1697187900,0.05276444276453086
False,False,1697188200,0.05274155672915928
False,True,1697188500,0.05446468021370339
False,True,1697188800,0.053318292274609866
False,True,1697189100,0.05288403999966327
False,True,1697189400,0.05130741549015601
True,False,1697189700,0.050383100196633286
True,False,1697190000,0.05283653579409487
True,False,1697190300,0.056810430779746846
False,True,1697190600,0.05122332848803193
False,False,1697190900,0.054527769132202815
False,False,1697191200,0.053199305427317746
True,True,1697191500,0.053613360374914834
False,True,1697191800,0.05277754327492864
True,True,1697192100,0.054068301180513444
True,False,1697192400,0.0520003376206457
True,True,1697192700,0.056389780753675574
True,False,1697193000,0.05042983660735488
True,True,1697193300,0.05073712335196855
False,False,1697193600,0.05199418158044651
True,False,1697193900,0.0513998195384863
True,True,1697194200,0.0536184419885625
True,False,1697194500,0.05125139911006316
True,True,1697194800,0.051983112195669035
True,True,1697195100,0.051300307864948
True,True,1697195400,0.05347748803584035
False,True,1697195700,0.050049861097921464
False,False,1697196000,0.05271273737082407
False,True,1697196300,0.05417831067442056
True,True,1697196600,0.05221410424004759
False,True,1697196900,0.053969895614407376
False,True,1697197200,0.050915208962370714
False,False,1697197500,0.05227882997074975
True,False,1697198100,0.05527324126448803
True,True,1697198400,0.0506351568025307
True,False,1697198700,0.05131493424220089
True,False,1697199000,0.05177573416597104
True,True,1697199300,0.05328014432030288
False,False,1697199600,0.05325155036419155
False,True,1697199900,0.05325155036419155
True,False,1697200200,0.050361436689543224
False,True,1697200500,0.05294686155324663
False,False,1697200800,0.05421068331469387
False,False,1697201100,0.05223844382318407
False,True,1697201400,0.05189151285691995
False,True,1697201700,0.05189151285691995
True,True,1697202000,0.05045065798284232
False,False,1697202300,0.05244107197164375
False,True,1697202600,0.05032629102360531
False,True,1697202900,0.05171204949591047
False,False,1697203200,0.053343267964934694
True,True,1697203500,0.05016176752482965
False,False,1697203800,0.05203262194232785
False,False,1697204100,0.054115416931568516
True,True,1697204400,0.05330703906099044
False,False,1697204700,0.05195256382957645
False,True,1697205000,0.059216993738235676
True,True,1697205600,0.05135866895041365
True,False,1697205900,0.055043259027179076
False,True,1697206200,0.05309158101065688
False,False,1697206500,0.05649822281994304
False,False,1697206800,0.05545468112226727
False,False,1697207400,0.05340179957778962
False,True,1697207700,0.05253848930730268
False,False,1697208000,0.052674515678593735
False,True,1697208300,0.05374886299377401
True,False,1697208600,0.05201338258684097
False,False,1697208900,0.0543820880093517
False,False,1697209200,0.05180150418585474
True,True,1697209500,0.0518281799853134
False,False,1697209800,0.05440745113004133
False,False,1697210100,0.053651828174321355
True,True,1697210400,0.05189862014523923
True,False,1697210700,0.054068301180513444
True,True,1697211000,0.05201206438006148
True,False,1697211300,0.05265760443572111
False,True,1697211600,0.05334043049766147
True,True,1697211900,0.052879990301836176
True,False,1697212200,0.05233246922577881
True,True,1697212500,0.05051658954075632
True,False,1697212800,0.05087779288036783
False,True,1697213100,0.051335875017496674
True,True,1697213400,0.055350763417727225
True,True,1697213700,0.050942755607281905
False,True,1697214000,0.054300332656383274
