Predicted Value,True Value,Timestamp,Stake
True,False,1696925400,0.5357353819901953
False,True,1696926300,0.5124927695279937
True,False,1696927200,0.5308121896592529
True,False,1696930200,0.686907252319952
True,True,1696930500,0.6849971585244038
True,False,1696930800,0.6687464655697704
False,False,1696933200,0.5122854276242832
False,True,1696933500,0.5284174537696783
False,True,1696933800,0.5168758045372419
False,True,1696934100,0.5191374374783172
False,True,1696934700,0.5619809070806823
False,False,1696935300,0.5035994428309649
False,False,1696935600,0.5148006214087673
True,False,1696935900,0.5226040448812018
False,False,1696936200,0.5487770051020153
False,True,1696936500,0.531738258237131
False,False,1696936800,0.512905242834452
False,False,1696937100,0.5556417244041714
False,True,1696937400,0.527771111439238
False,False,1696937700,0.5635906819804335
True,True,1696938000,0.5559157632492491
False,False,1696938300,0.5500562551254398
False,True,1696938600,0.5048310051299456
False,False,1696938900,0.5446741611101079
True,False,1696939200,0.5076699184111243
True,True,1696939500,0.5071702246050774
False,False,1696939800,0.5301927602642954
True,True,1696940100,0.5045316313971158
False,True,1696940400,0.5269777414437374
False,True,1696940700,0.5651684243439092
True,False,1696941000,0.5294206521152566
True,False,1696941300,0.5259779558279911
True,False,1696941600,0.5040024515092649
True,True,1696941900,0.5471875670752009
True,False,1696942500,0.5003770207312499
True,False,1696942800,0.5378286764978617
False,True,1696944300,0.5376077709553094
False,True,1696944600,0.5043170239865337
False,True,1696944900,0.5148737710148428
False,False,1696945500,0.527469931694598
True,True,1696945800,0.50739926436732
False,False,1696946100,0.5314490763279074
False,True,1696946400,0.5573262778020913
False,True,1696946700,0.5393142217512772
False,False,1696947000,0.5430033265638328
False,True,1696947300,0.5442408717756353
False,True,1696947600,0.5325155036419155
False,False,1696947900,0.5223844382318407
False,True,1696948200,0.5175041953861235
False,False,1696948500,0.5013269378582529
False,True,1696948800,0.5013269378582529
False,False,1696949100,0.5364763707035589
False,False,1696949400,0.5013269378582529
True,False,1696949700,0.5082362563122501
True,True,1696950000,0.5034252109679445
True,True,1696950300,0.5052836967236648
False,False,1696950600,0.529894755023286
True,True,1696950900,0.5052644377518286
False,True,1696951200,0.5436981486212931
False,False,1696951500,0.550744784808276
False,True,1696951800,0.53202762635258
False,False,1696952100,0.5697580935112972
False,False,1696952400,0.5734259314685664
False,True,1696952700,0.5449535694589607
False,True,1696953300,0.5542543410267398
False,False,1696953600,0.5430033265638328
False,True,1696953900,0.5298722676199538
False,False,1696954200,0.5324180792094224
False,True,1696954500,0.5294762929876936
False,True,1696954800,0.5764595992043858
False,False,1696955100,0.5442408717756353
False,True,1696955400,0.5232005311806165
False,False,1696955700,0.5482432531551045
False,True,1696956000,0.5431210891745468
True,False,1696956300,0.5129531486289362
False,True,1696956600,0.5003337426672815
False,False,1696956900,0.5325155036419155
False,False,1696957200,0.5325155036419155
False,False,1696957500,0.5204881725300091
False,False,1696957800,0.5236787588086271
False,False,1696958100,0.5258591942116114
False,False,1696958400,0.5317634023848046
False,True,1696958700,0.5227969065116584
False,False,1696959000,0.5372344512073515
False,False,1696959300,0.5474819859081581
True,True,1696959600,0.5513334304581949
False,True,1696959900,0.5568068563307328
False,False,1696960200,0.5393142217512772
False,False,1696960500,0.5501971422715641
True,True,1696960800,0.5732042089128677
False,False,1696961100,0.5424160173993784
False,True,1696961400,0.56336993401317
False,True,1696961700,0.5204459250444518
False,True,1696962000,0.543820880093517
False,False,1696962300,0.5630142791012416
True,True,1696962600,0.5559871454284396
True,False,1696962900,0.5257605441080421
True,False,1696963200,0.5040865918588788
True,False,1696963500,0.5332056998462774
True,False,1696963800,0.5063013758212898
True,False,1696964100,0.5637837564277601
False,True,1696964400,0.5230577766493758
False,True,1696964700,0.5361260860071658
False,False,1696965000,0.5258786079602004
False,True,1696965300,0.516094904250032
False,True,1696965600,0.5354549596396805
True,True,1696965900,0.5016092541953215
False,False,1696966200,0.5106544206288457
False,True,1696966500,0.5340432971869331
True,False,1696966800,0.5230194151158102
False,True,1696967100,0.5124183590174185
True,True,1696967400,0.5515557997811217
False,False,1696967700,0.523491651114486
True,True,1696968000,0.5321293470822919
True,True,1696968300,0.5347748803584035
False,False,1696968600,0.5296144684818248
False,True,1696968900,0.5296144684818248
True,False,1696969200,0.5354271406952648
True,False,1696969500,0.5424237414493057
True,True,1696969800,0.5513334304581949
True,False,1696970100,0.5201010343230679
False,False,1696970400,0.5268682174927141
True,False,1696970700,0.5038568048105552
True,True,1696971000,0.5045122497084272
False,True,1696971300,0.5069069147910785
True,True,1696971600,0.5007982314827014
True,False,1696971900,0.5156181782369835
False,True,1696972200,0.5317576155630863
False,True,1696972500,0.5325561534913186
True,True,1696972800,0.5014526565758927
False,True,1696973100,0.5360239444269241
False,True,1696973400,0.5329798687480058
False,False,1696973700,0.5509029307859946
True,False,1696974000,0.5039586268601719
True,True,1696974300,0.5191929884331608
False,True,1696974600,0.5184288427006116
True,True,1696974900,0.5068257052819206
True,False,1696975200,0.5183379261124262
True,True,1696975500,0.5065246249158893
True,False,1696976100,0.5160694050009743
False,False,1696976400,0.5007201858378443
True,False,1696976700,0.524773248053871
True,False,1696977000,0.5371871994149416
True,False,1696977300,0.5050303538681654
True,True,1696977600,0.5306662886386517
False,True,1696977900,0.5030827069291395
False,False,1696978200,0.5009907123820814
True,False,1696978500,0.501962384217497
True,True,1696978800,0.5132686872516399
True,True,1696979100,0.5068095682167986
True,False,1696979400,0.5209292451793073
True,False,1696979700,0.5284450394922143
True,True,1696980000,0.5186544084728972
False,False,1696980300,0.5190174247749199
False,False,1696980600,0.5278174788574925
False,True,1696980900,0.5195559198808724
False,False,1696981200,0.522503795132377
True,False,1696981500,0.503302493860975
True,False,1696981800,0.5050303538681654
True,False,1696982100,0.5029384574569747
True,False,1696982400,0.5161462528288785
True,True,1696982700,0.50867365446948
False,True,1696983000,0.5105585202528492
False,True,1696983300,0.5169617805223694
False,False,1696983600,0.5076063952905332
True,True,1696983900,0.5039748079174239
False,False,1696984200,0.5033211685503014
False,True,1696984500,0.51796170373787
False,True,1696984800,0.514011514200383
False,True,1696985100,0.5055622009289737
False,True,1696985400,0.5025037603178595
False,True,1696985700,0.5313202536790174
True,True,1696986000,0.5230194151158102
False,False,1696986300,0.5055622009289737
False,True,1696986600,0.5310028233341806
True,False,1696987200,0.5317297688375151
True,False,1696987500,0.5186497015703003
True,False,1696987800,0.5082192567856525
True,False,1696988100,0.5030632262025438
True,False,1696988400,0.5355977183968197
True,True,1696988700,0.5133167655335251
False,False,1696989000,0.5044456900255533
True,True,1696989300,0.5143403601324944
True,True,1696989600,0.501962384217497
False,False,1696989900,0.5025037603178595
True,False,1696990200,0.5125139911006317
True,True,1696990500,0.5122498100216487
True,False,1696990800,0.5040098601783177
False,False,1696991100,0.5255841405290114
False,False,1697016300,0.5546477721047777
False,True,1697016600,0.508345677304634
False,False,1697016900,0.508345677304634
False,True,1697017200,0.5025205652069571
False,True,1697017500,0.5025205652069571
False,True,1697017800,0.5516236759325301
False,True,1697018100,0.524511382132052
False,True,1697018400,0.5102244869611239
False,False,1697018700,0.5010976931085896
True,False,1697019000,0.5020553827441406
True,False,1697019300,0.5021811205913488
False,True,1697019600,0.5089651913177415
False,True,1697019900,0.5115373050737775
False,False,1697020200,0.5247622175019797
True,False,1697020500,0.5121767371527692
False,False,1697020800,0.5193363625836185
False,True,1697021100,0.5193363625836185
True,True,1697021400,0.5386930649038056
True,True,1697021700,0.5258318721912318
True,True,1697022000,0.5656096404382599
True,True,1697022300,0.5656096404382599
True,False,1697022600,0.5400424291749089
False,True,1697022900,0.5186166953724364
False,True,1697023200,0.5196876121890771
False,False,1697023500,0.5325155036419155
True,False,1697023800,0.5383760110277108
False,True,1697024100,0.5128161744121476
False,False,1697024400,0.5316564846154213
True,False,1697024700,0.5243201368727722
False,False,1697025000,0.5149065958315833
True,False,1697025300,0.5350700704313468
True,True,1697025600,0.5154728925652781
True,True,1697025900,0.5077050518796039
False,True,1697026200,0.5030827069291395
False,False,1697026500,0.5430033265638328
False,False,1697026800,0.5430033265638328
False,False,1697027100,0.5170935229892367
True,True,1697027400,0.5421340015710102
True,False,1697027700,0.5132855342257773
False,False,1697028000,0.5376675001294134
True,True,1697028300,0.5125401742638245
False,True,1697028600,0.5304117669689091
False,False,1697029200,0.5495764878997118
False,True,1697029500,0.5258617350128213
True,False,1697029800,0.5134413782122736
True,False,1697030400,0.5796732403912943
True,False,1697031000,0.5265760443572111
True,False,1697031300,0.5044602346887724
False,True,1697031600,0.5328033672034653
False,False,1697031900,0.5259875574630528
True,True,1697032200,0.5047158190828077
False,True,1697032500,0.5013544504240903
True,True,1697032800,0.502021453392997
False,False,1697033100,0.5442408717756353
False,True,1697033400,0.5324180792094224
False,False,1697033700,0.5015078465948111
True,False,1697034000,0.5092509550003778
False,False,1697034300,0.5266320679624487
False,False,1697034600,0.5408889716186744
False,True,1697034900,0.5554543992165888
False,True,1697035200,0.543820880093517
False,False,1697035500,0.5543362303852288
False,True,1697035800,0.5543362303852288
False,False,1697036100,0.5538343098607164
False,True,1697036400,0.5538343098607164
False,True,1697036700,0.5466507334980537
True,False,1697037300,0.5343717386352858
True,False,1697037600,0.5502720121056237
True,False,1697037900,0.5386502429718767
True,False,1697038200,0.5187768903038854
True,False,1697038500,0.500177040246153
False,True,1697038800,0.524808498499409
False,False,1697039100,0.5498715025449014
False,True,1697039400,0.5141248771101121
False,True,1697039700,0.5124598418646273
False,False,1697040000,0.5442994360328538
False,False,1697040300,0.5155609681334757
False,True,1697040600,0.572909378576338
True,False,1697040900,0.5291617733842212
True,False,1697041200,0.5436187290869746
True,False,1697041500,0.5360613869340861
False,True,1697041800,0.5043874998341373
False,True,1697042100,0.5574728442158248
False,True,1697042400,0.5622109500669465
False,False,1697042700,0.5245203203010029
False,True,1697043000,0.5100036888045805
False,False,1697043300,0.5423601347206974
False,True,1697043600,0.5636146658834944
False,False,1697043900,0.5291390739491217
False,False,1697044200,0.5422381320530256
False,False,1697048400,0.5100774962106873
True,True,1697053500,0.05184030940835351
False,True,1697053800,0.05488250746100887
False,True,1697054100,0.0567807654485684
False,False,1697054400,0.05342711887119753
False,False,1697054700,0.05331076711374054
False,False,1697055000,0.05440566137264309
False,True,1697055300,0.05335447170321652
False,False,1697055600,0.050441193105678794
True,True,1697055900,0.05183318284958735
True,False,1697056200,0.051431054087952094
False,True,1697056500,0.0513978082327287
True,False,1697056800,0.05027325493631998
False,False,1697057100,0.051424895100778086
True,True,1697057400,0.05234765395486348
True,True,1697057700,0.05414699080390828
True,True,1697058000,0.05160136280441302
True,False,1697058300,0.05132746675736628
True,True,1697058600,0.05049064222439483
True,True,1697058900,0.05049064222439483
True,True,1697059200,0.050277951101066067
False,False,1697059500,0.05096410392933387
True,False,1697059800,0.053172976883751506
True,False,1697060100,0.051353482856295464
True,False,1697060400,0.052879857307478684
True,True,1697060700,0.05325067876730902
True,False,1697061000,0.05034590326607376
True,True,1697061300,0.05136776857186538
False,True,1697061600,0.05040842443091011
False,True,1697061900,0.0502878714804707
False,True,1697062200,0.0502878714804707
True,False,1697062500,0.05178752112712961
True,True,1697062800,0.052092924517930725
True,True,1697063100,0.05314605048719948
False,True,1697063400,0.050556220092897376
False,True,1697063700,0.050556220092897376
True,True,1697064300,0.050256001563055916
True,False,1697064600,0.056067614747562826
True,True,1697064900,0.05027437951175591
False,False,1697065500,0.051430593894923306
True,True,1697066100,0.05221410424004759
True,True,1697066700,0.0508365580405246
True,False,1697067300,0.05160694050009743
False,True,1697067900,0.05239605953263267
True,False,1697068500,0.0530755305062158
